date_id,full_date,year,quarter,month,month_name,month_short,day,day_of_week,day_name,is_weekend,fiscal_quarter,record_loaded_at
2024-08-08,2024-08-08,2024,3,8,August   ,Aug,8,4,Thursday ,false,Q3,2025-12-21 17:55:00.587726+01
2024-08-09,2024-08-09,2024,3,8,August   ,Aug,9,5,Friday   ,false,Q3,2025-12-21 17:55:00.587726+01
2024-08-10,2024-08-10,2024,3,8,August   ,Aug,10,6,Saturday ,true,Q3,2025-12-21 17:55:00.587726+01
2024-08-11,2024-08-11,2024,3,8,August   ,Aug,11,0,Sunday   ,true,Q3,2025-12-21 17:55:00.587726+01
2024-08-12,2024-08-12,2024,3,8,August   ,Aug,12,1,Monday   ,false,Q3,2025-12-21 17:55:00.587726+01
2024-08-13,2024-08-13,2024,3,8,August   ,Aug,13,2,Tuesday  ,false,Q3,2025-12-21 17:55:00.587726+01
2024-08-14,2024-08-14,2024,3,8,August   ,Aug,14,3,Wednesday,false,Q3,2025-12-21 17:55:00.587726+01
2024-08-15,2024-08-15,2024,3,8,August   ,Aug,15,4,Thursday ,false,Q3,2025-12-21 17:55:00.587726+01
2024-08-16,2024-08-16,2024,3,8,August   ,Aug,16,5,Friday   ,false,Q3,2025-12-21 17:55:00.587726+01
2024-08-17,2024-08-17,2024,3,8,August   ,Aug,17,6,Saturday ,true,Q3,2025-12-21 17:55:00.587726+01
2024-08-18,2024-08-18,2024,3,8,August   ,Aug,18,0,Sunday   ,true,Q3,2025-12-21 17:55:00.587726+01
2024-08-19,2024-08-19,2024,3,8,August   ,Aug,19,1,Monday   ,false,Q3,2025-12-21 17:55:00.587726+01
2024-08-20,2024-08-20,2024,3,8,August   ,Aug,20,2,Tuesday  ,false,Q3,2025-12-21 17:55:00.587726+01
2024-08-21,2024-08-21,2024,3,8,August   ,Aug,21,3,Wednesday,false,Q3,2025-12-21 17:55:00.587726+01
2024-08-22,2024-08-22,2024,3,8,August   ,Aug,22,4,Thursday ,false,Q3,2025-12-21 17:55:00.587726+01
2024-08-23,2024-08-23,2024,3,8,August   ,Aug,23,5,Friday   ,false,Q3,2025-12-21 17:55:00.587726+01
2024-08-24,2024-08-24,2024,3,8,August   ,Aug,24,6,Saturday ,true,Q3,2025-12-21 17:55:00.587726+01
2024-08-25,2024-08-25,2024,3,8,August   ,Aug,25,0,Sunday   ,true,Q3,2025-12-21 17:55:00.587726+01
2024-08-26,2024-08-26,2024,3,8,August   ,Aug,26,1,Monday   ,false,Q3,2025-12-21 17:55:00.587726+01
2024-08-27,2024-08-27,2024,3,8,August   ,Aug,27,2,Tuesday  ,false,Q3,2025-12-21 17:55:00.587726+01
2024-08-28,2024-08-28,2024,3,8,August   ,Aug,28,3,Wednesday,false,Q3,2025-12-21 17:55:00.587726+01
2024-08-29,2024-08-29,2024,3,8,August   ,Aug,29,4,Thursday ,false,Q3,2025-12-21 17:55:00.587726+01
2024-08-30,2024-08-30,2024,3,8,August   ,Aug,30,5,Friday   ,false,Q3,2025-12-21 17:55:00.587726+01
2024-08-31,2024-08-31,2024,3,8,August   ,Aug,31,6,Saturday ,true,Q3,2025-12-21 17:55:00.587726+01
2024-09-01,2024-09-01,2024,3,9,September,Sep,1,0,Sunday   ,true,Q3,2025-12-21 17:55:00.587726+01
2024-09-02,2024-09-02,2024,3,9,September,Sep,2,1,Monday   ,false,Q3,2025-12-21 17:55:00.587726+01
2024-09-03,2024-09-03,2024,3,9,September,Sep,3,2,Tuesday  ,false,Q3,2025-12-21 17:55:00.587726+01
2024-09-04,2024-09-04,2024,3,9,September,Sep,4,3,Wednesday,false,Q3,2025-12-21 17:55:00.587726+01
2024-09-05,2024-09-05,2024,3,9,September,Sep,5,4,Thursday ,false,Q3,2025-12-21 17:55:00.587726+01
2024-09-06,2024-09-06,2024,3,9,September,Sep,6,5,Friday   ,false,Q3,2025-12-21 17:55:00.587726+01
2024-09-07,2024-09-07,2024,3,9,September,Sep,7,6,Saturday ,true,Q3,2025-12-21 17:55:00.587726+01
2024-09-08,2024-09-08,2024,3,9,September,Sep,8,0,Sunday   ,true,Q3,2025-12-21 17:55:00.587726+01
2024-09-09,2024-09-09,2024,3,9,September,Sep,9,1,Monday   ,false,Q3,2025-12-21 17:55:00.587726+01
2024-09-10,2024-09-10,2024,3,9,September,Sep,10,2,Tuesday  ,false,Q3,2025-12-21 17:55:00.587726+01
2024-09-11,2024-09-11,2024,3,9,September,Sep,11,3,Wednesday,false,Q3,2025-12-21 17:55:00.587726+01
2024-09-12,2024-09-12,2024,3,9,September,Sep,12,4,Thursday ,false,Q3,2025-12-21 17:55:00.587726+01
2024-09-13,2024-09-13,2024,3,9,September,Sep,13,5,Friday   ,false,Q3,2025-12-21 17:55:00.587726+01
2024-09-14,2024-09-14,2024,3,9,September,Sep,14,6,Saturday ,true,Q3,2025-12-21 17:55:00.587726+01
2024-09-15,2024-09-15,2024,3,9,September,Sep,15,0,Sunday   ,true,Q3,2025-12-21 17:55:00.587726+01
2024-09-16,2024-09-16,2024,3,9,September,Sep,16,1,Monday   ,false,Q3,2025-12-21 17:55:00.587726+01
2024-09-17,2024-09-17,2024,3,9,September,Sep,17,2,Tuesday  ,false,Q3,2025-12-21 17:55:00.587726+01
2024-09-18,2024-09-18,2024,3,9,September,Sep,18,3,Wednesday,false,Q3,2025-12-21 17:55:00.587726+01
2024-09-19,2024-09-19,2024,3,9,September,Sep,19,4,Thursday ,false,Q3,2025-12-21 17:55:00.587726+01
2024-09-20,2024-09-20,2024,3,9,September,Sep,20,5,Friday   ,false,Q3,2025-12-21 17:55:00.587726+01
2024-09-21,2024-09-21,2024,3,9,September,Sep,21,6,Saturday ,true,Q3,2025-12-21 17:55:00.587726+01
2024-09-22,2024-09-22,2024,3,9,September,Sep,22,0,Sunday   ,true,Q3,2025-12-21 17:55:00.587726+01
2024-09-23,2024-09-23,2024,3,9,September,Sep,23,1,Monday   ,false,Q3,2025-12-21 17:55:00.587726+01
2024-09-24,2024-09-24,2024,3,9,September,Sep,24,2,Tuesday  ,false,Q3,2025-12-21 17:55:00.587726+01
2024-09-25,2024-09-25,2024,3,9,September,Sep,25,3,Wednesday,false,Q3,2025-12-21 17:55:00.587726+01
2024-09-26,2024-09-26,2024,3,9,September,Sep,26,4,Thursday ,false,Q3,2025-12-21 17:55:00.587726+01
2024-09-27,2024-09-27,2024,3,9,September,Sep,27,5,Friday   ,false,Q3,2025-12-21 17:55:00.587726+01
2024-09-28,2024-09-28,2024,3,9,September,Sep,28,6,Saturday ,true,Q3,2025-12-21 17:55:00.587726+01
2024-09-29,2024-09-29,2024,3,9,September,Sep,29,0,Sunday   ,true,Q3,2025-12-21 17:55:00.587726+01
2024-09-30,2024-09-30,2024,3,9,September,Sep,30,1,Monday   ,false,Q3,2025-12-21 17:55:00.587726+01
2024-10-01,2024-10-01,2024,4,10,October  ,Oct,1,2,Tuesday  ,false,Q4,2025-12-21 17:55:00.587726+01
2024-10-02,2024-10-02,2024,4,10,October  ,Oct,2,3,Wednesday,false,Q4,2025-12-21 17:55:00.587726+01
2024-10-03,2024-10-03,2024,4,10,October  ,Oct,3,4,Thursday ,false,Q4,2025-12-21 17:55:00.587726+01
2024-10-04,2024-10-04,2024,4,10,October  ,Oct,4,5,Friday   ,false,Q4,2025-12-21 17:55:00.587726+01
2024-10-05,2024-10-05,2024,4,10,October  ,Oct,5,6,Saturday ,true,Q4,2025-12-21 17:55:00.587726+01
2024-10-06,2024-10-06,2024,4,10,October  ,Oct,6,0,Sunday   ,true,Q4,2025-12-21 17:55:00.587726+01
2024-10-07,2024-10-07,2024,4,10,October  ,Oct,7,1,Monday   ,false,Q4,2025-12-21 17:55:00.587726+01
2024-10-08,2024-10-08,2024,4,10,October  ,Oct,8,2,Tuesday  ,false,Q4,2025-12-21 17:55:00.587726+01
2024-10-09,2024-10-09,2024,4,10,October  ,Oct,9,3,Wednesday,false,Q4,2025-12-21 17:55:00.587726+01
2024-10-10,2024-10-10,2024,4,10,October  ,Oct,10,4,Thursday ,false,Q4,2025-12-21 17:55:00.587726+01
2024-10-11,2024-10-11,2024,4,10,October  ,Oct,11,5,Friday   ,false,Q4,2025-12-21 17:55:00.587726+01
2024-10-12,2024-10-12,2024,4,10,October  ,Oct,12,6,Saturday ,true,Q4,2025-12-21 17:55:00.587726+01
2024-10-13,2024-10-13,2024,4,10,October  ,Oct,13,0,Sunday   ,true,Q4,2025-12-21 17:55:00.587726+01
2024-10-14,2024-10-14,2024,4,10,October  ,Oct,14,1,Monday   ,false,Q4,2025-12-21 17:55:00.587726+01
2024-10-15,2024-10-15,2024,4,10,October  ,Oct,15,2,Tuesday  ,false,Q4,2025-12-21 17:55:00.587726+01
2024-10-16,2024-10-16,2024,4,10,October  ,Oct,16,3,Wednesday,false,Q4,2025-12-21 17:55:00.587726+01
2024-10-17,2024-10-17,2024,4,10,October  ,Oct,17,4,Thursday ,false,Q4,2025-12-21 17:55:00.587726+01
2024-10-18,2024-10-18,2024,4,10,October  ,Oct,18,5,Friday   ,false,Q4,2025-12-21 17:55:00.587726+01
2024-10-19,2024-10-19,2024,4,10,October  ,Oct,19,6,Saturday ,true,Q4,2025-12-21 17:55:00.587726+01
2024-10-20,2024-10-20,2024,4,10,October  ,Oct,20,0,Sunday   ,true,Q4,2025-12-21 17:55:00.587726+01
2024-10-21,2024-10-21,2024,4,10,October  ,Oct,21,1,Monday   ,false,Q4,2025-12-21 17:55:00.587726+01
2024-10-22,2024-10-22,2024,4,10,October  ,Oct,22,2,Tuesday  ,false,Q4,2025-12-21 17:55:00.587726+01
2024-10-23,2024-10-23,2024,4,10,October  ,Oct,23,3,Wednesday,false,Q4,2025-12-21 17:55:00.587726+01
2024-10-24,2024-10-24,2024,4,10,October  ,Oct,24,4,Thursday ,false,Q4,2025-12-21 17:55:00.587726+01
2024-10-25,2024-10-25,2024,4,10,October  ,Oct,25,5,Friday   ,false,Q4,2025-12-21 17:55:00.587726+01
2024-10-26,2024-10-26,2024,4,10,October  ,Oct,26,6,Saturday ,true,Q4,2025-12-21 17:55:00.587726+01
2024-10-27,2024-10-27,2024,4,10,October  ,Oct,27,0,Sunday   ,true,Q4,2025-12-21 17:55:00.587726+01
2024-10-28,2024-10-28,2024,4,10,October  ,Oct,28,1,Monday   ,false,Q4,2025-12-21 17:55:00.587726+01
2024-10-29,2024-10-29,2024,4,10,October  ,Oct,29,2,Tuesday  ,false,Q4,2025-12-21 17:55:00.587726+01
2024-10-30,2024-10-30,2024,4,10,October  ,Oct,30,3,Wednesday,false,Q4,2025-12-21 17:55:00.587726+01
2024-10-31,2024-10-31,2024,4,10,October  ,Oct,31,4,Thursday ,false,Q4,2025-12-21 17:55:00.587726+01
2024-11-01,2024-11-01,2024,4,11,November ,Nov,1,5,Friday   ,false,Q4,2025-12-21 17:55:00.587726+01
2024-11-02,2024-11-02,2024,4,11,November ,Nov,2,6,Saturday ,true,Q4,2025-12-21 17:55:00.587726+01
2024-11-03,2024-11-03,2024,4,11,November ,Nov,3,0,Sunday   ,true,Q4,2025-12-21 17:55:00.587726+01
2024-11-04,2024-11-04,2024,4,11,November ,Nov,4,1,Monday   ,false,Q4,2025-12-21 17:55:00.587726+01
2024-11-05,2024-11-05,2024,4,11,November ,Nov,5,2,Tuesday  ,false,Q4,2025-12-21 17:55:00.587726+01
2024-11-06,2024-11-06,2024,4,11,November ,Nov,6,3,Wednesday,false,Q4,2025-12-21 17:55:00.587726+01
2024-11-07,2024-11-07,2024,4,11,November ,Nov,7,4,Thursday ,false,Q4,2025-12-21 17:55:00.587726+01
2024-11-08,2024-11-08,2024,4,11,November ,Nov,8,5,Friday   ,false,Q4,2025-12-21 17:55:00.587726+01
2024-11-09,2024-11-09,2024,4,11,November ,Nov,9,6,Saturday ,true,Q4,2025-12-21 17:55:00.587726+01
2024-11-10,2024-11-10,2024,4,11,November ,Nov,10,0,Sunday   ,true,Q4,2025-12-21 17:55:00.587726+01
2024-11-11,2024-11-11,2024,4,11,November ,Nov,11,1,Monday   ,false,Q4,2025-12-21 17:55:00.587726+01
2024-11-12,2024-11-12,2024,4,11,November ,Nov,12,2,Tuesday  ,false,Q4,2025-12-21 17:55:00.587726+01
2024-11-13,2024-11-13,2024,4,11,November ,Nov,13,3,Wednesday,false,Q4,2025-12-21 17:55:00.587726+01
2024-11-14,2024-11-14,2024,4,11,November ,Nov,14,4,Thursday ,false,Q4,2025-12-21 17:55:00.587726+01
2024-11-15,2024-11-15,2024,4,11,November ,Nov,15,5,Friday   ,false,Q4,2025-12-21 17:55:00.587726+01
2024-11-16,2024-11-16,2024,4,11,November ,Nov,16,6,Saturday ,true,Q4,2025-12-21 17:55:00.587726+01
2024-11-17,2024-11-17,2024,4,11,November ,Nov,17,0,Sunday   ,true,Q4,2025-12-21 17:55:00.587726+01
2024-11-18,2024-11-18,2024,4,11,November ,Nov,18,1,Monday   ,false,Q4,2025-12-21 17:55:00.587726+01
2024-11-19,2024-11-19,2024,4,11,November ,Nov,19,2,Tuesday  ,false,Q4,2025-12-21 17:55:00.587726+01
2024-11-20,2024-11-20,2024,4,11,November ,Nov,20,3,Wednesday,false,Q4,2025-12-21 17:55:00.587726+01
2024-11-21,2024-11-21,2024,4,11,November ,Nov,21,4,Thursday ,false,Q4,2025-12-21 17:55:00.587726+01
2024-11-22,2024-11-22,2024,4,11,November ,Nov,22,5,Friday   ,false,Q4,2025-12-21 17:55:00.587726+01
2024-11-23,2024-11-23,2024,4,11,November ,Nov,23,6,Saturday ,true,Q4,2025-12-21 17:55:00.587726+01
2024-11-24,2024-11-24,2024,4,11,November ,Nov,24,0,Sunday   ,true,Q4,2025-12-21 17:55:00.587726+01
2024-11-25,2024-11-25,2024,4,11,November ,Nov,25,1,Monday   ,false,Q4,2025-12-21 17:55:00.587726+01
2024-11-26,2024-11-26,2024,4,11,November ,Nov,26,2,Tuesday  ,false,Q4,2025-12-21 17:55:00.587726+01
2024-11-27,2024-11-27,2024,4,11,November ,Nov,27,3,Wednesday,false,Q4,2025-12-21 17:55:00.587726+01
2024-11-28,2024-11-28,2024,4,11,November ,Nov,28,4,Thursday ,false,Q4,2025-12-21 17:55:00.587726+01
2024-11-29,2024-11-29,2024,4,11,November ,Nov,29,5,Friday   ,false,Q4,2025-12-21 17:55:00.587726+01
2024-11-30,2024-11-30,2024,4,11,November ,Nov,30,6,Saturday ,true,Q4,2025-12-21 17:55:00.587726+01
2024-12-01,2024-12-01,2024,4,12,December ,Dec,1,0,Sunday   ,true,Q4,2025-12-21 17:55:00.587726+01
2024-12-02,2024-12-02,2024,4,12,December ,Dec,2,1,Monday   ,false,Q4,2025-12-21 17:55:00.587726+01
2024-12-03,2024-12-03,2024,4,12,December ,Dec,3,2,Tuesday  ,false,Q4,2025-12-21 17:55:00.587726+01
2024-12-04,2024-12-04,2024,4,12,December ,Dec,4,3,Wednesday,false,Q4,2025-12-21 17:55:00.587726+01
2024-12-05,2024-12-05,2024,4,12,December ,Dec,5,4,Thursday ,false,Q4,2025-12-21 17:55:00.587726+01
2024-12-06,2024-12-06,2024,4,12,December ,Dec,6,5,Friday   ,false,Q4,2025-12-21 17:55:00.587726+01
2024-12-07,2024-12-07,2024,4,12,December ,Dec,7,6,Saturday ,true,Q4,2025-12-21 17:55:00.587726+01
2024-12-08,2024-12-08,2024,4,12,December ,Dec,8,0,Sunday   ,true,Q4,2025-12-21 17:55:00.587726+01
2024-12-09,2024-12-09,2024,4,12,December ,Dec,9,1,Monday   ,false,Q4,2025-12-21 17:55:00.587726+01
2024-12-10,2024-12-10,2024,4,12,December ,Dec,10,2,Tuesday  ,false,Q4,2025-12-21 17:55:00.587726+01
2024-12-11,2024-12-11,2024,4,12,December ,Dec,11,3,Wednesday,false,Q4,2025-12-21 17:55:00.587726+01
2024-12-12,2024-12-12,2024,4,12,December ,Dec,12,4,Thursday ,false,Q4,2025-12-21 17:55:00.587726+01
2024-12-13,2024-12-13,2024,4,12,December ,Dec,13,5,Friday   ,false,Q4,2025-12-21 17:55:00.587726+01
2024-12-14,2024-12-14,2024,4,12,December ,Dec,14,6,Saturday ,true,Q4,2025-12-21 17:55:00.587726+01
2024-12-15,2024-12-15,2024,4,12,December ,Dec,15,0,Sunday   ,true,Q4,2025-12-21 17:55:00.587726+01
2024-12-16,2024-12-16,2024,4,12,December ,Dec,16,1,Monday   ,false,Q4,2025-12-21 17:55:00.587726+01
2024-12-17,2024-12-17,2024,4,12,December ,Dec,17,2,Tuesday  ,false,Q4,2025-12-21 17:55:00.587726+01
2024-12-18,2024-12-18,2024,4,12,December ,Dec,18,3,Wednesday,false,Q4,2025-12-21 17:55:00.587726+01
2024-12-19,2024-12-19,2024,4,12,December ,Dec,19,4,Thursday ,false,Q4,2025-12-21 17:55:00.587726+01
2024-12-20,2024-12-20,2024,4,12,December ,Dec,20,5,Friday   ,false,Q4,2025-12-21 17:55:00.587726+01
2024-12-21,2024-12-21,2024,4,12,December ,Dec,21,6,Saturday ,true,Q4,2025-12-21 17:55:00.587726+01
2024-12-22,2024-12-22,2024,4,12,December ,Dec,22,0,Sunday   ,true,Q4,2025-12-21 17:55:00.587726+01
2024-12-23,2024-12-23,2024,4,12,December ,Dec,23,1,Monday   ,false,Q4,2025-12-21 17:55:00.587726+01
2024-12-24,2024-12-24,2024,4,12,December ,Dec,24,2,Tuesday  ,false,Q4,2025-12-21 17:55:00.587726+01
2024-12-25,2024-12-25,2024,4,12,December ,Dec,25,3,Wednesday,false,Q4,2025-12-21 17:55:00.587726+01
2024-12-26,2024-12-26,2024,4,12,December ,Dec,26,4,Thursday ,false,Q4,2025-12-21 17:55:00.587726+01
2024-12-27,2024-12-27,2024,4,12,December ,Dec,27,5,Friday   ,false,Q4,2025-12-21 17:55:00.587726+01
2024-12-28,2024-12-28,2024,4,12,December ,Dec,28,6,Saturday ,true,Q4,2025-12-21 17:55:00.587726+01
2024-12-29,2024-12-29,2024,4,12,December ,Dec,29,0,Sunday   ,true,Q4,2025-12-21 17:55:00.587726+01
2024-12-30,2024-12-30,2024,4,12,December ,Dec,30,1,Monday   ,false,Q4,2025-12-21 17:55:00.587726+01
2024-12-31,2024-12-31,2024,4,12,December ,Dec,31,2,Tuesday  ,false,Q4,2025-12-21 17:55:00.587726+01
